Grant Id,CIA Full Name,Grant Admin Institution,State,Sector ,CEO Taxonomy,Main Funding Group,Funding Scheme,RMIS Grant Subtype,Scientific Title,Simplified Title,App Year,Start Year,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Total (Cal Yr),Broad Research Area ,Main Category FOR,Field Of Research (FOR),Research KW 1,Research KW 2,Research KW 3,Research KW 4,Research KW 5,Health KW 1,Health KW 2,Health KW 3,Health KW 4,Health KW 5
384467,Dr Danielle V Irvine,Murdoch Childrens Research Institute,VIC,MRI,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,Mechanisms of RNAi induced centromeric heterochromatin modification,Mechanisms of RNAi induced centromeric heterochromatin modification,2005,2006,,,,"$78,563","$106,000","$26,813",,"$36,254","$72,508","$36,254",,,,,,"$356,392",Basic Science,GENETICS,Genetics not elsewhere classified,RNA interference,centromere,epigenetic,heterochromatin,,,,,,
384470,Dr Angela T Morgan,Murdoch Childrens Research Institute,VIC,MRI,Building Capacity-People,People Support,Training Fellowship (Australia),Australian Clinical Research Fellowship,a neoro-behavioural classification system for paediatric motor speech disorders,a neoro-behavioural classification system for paediatric motor speech disorders,2005,2006,,,,"$33,625","$68,500","$69,750","$71,250","$36,254",,,,,,,,"$279,379",Clinical Medicine and Science,CLINICAL SCIENCES,Clinical Sciences not elsewhere classified,Brain,Diagnosis,Neoroimaging,Paediatric,Speech,,,,,
384489,Miss Gabrielle  Wilson,Murdoch Childrens Research Institute,VIC,MRI,Building Capacity-People,People Support,NHMRC Scholarship,Biomedical Postgraduate Scholarship,"TorsinA medicated dystonia, functional analysis & molecular models of pathogenesis","TorsinA medicated dystonia, functional analysis & molecular models of pathogenesis",2005,2006,,,,"$21,231","$21,866","$22,257","$11,370",$628,,,,,,,,"$77,352",Basic Science,NEUROSCIENCES,Central Nervous System,Dystonia,Protein-protein interactions,TorsinA,pathogenesis,,,,,,
384702,Prof Simon A Mallal,Murdoch University,WA,University,Support for Research,Research Support,Program,New Program Grant,"Interactions between adaptable pathogens, drugs and the human host","Interactions between adaptable pathogens, drugs and the human host",2005,2006,,,,"$1,173,888","$1,197,366","$1,197,366","$1,120,613","$1,038,095",,,,,,,,"$5,727,328",Clinical Medicine and Science,IMMUNOLOGY,Cellular Immunology,Complications of antiretroviral drug therapy,HIV vaccine development,Hepatitis C disease pathogenesis,Interactions between HIV and the human host immune,Pharmacogenetics of drug hypersensitivity reaction,,,,,
386201,A/Pr Helen  Dewey,National Stroke Research Institute,VIC,MRI,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,"Improving outcome after stroke: A large, multicentre, randomised controlled trial of very early mobilisation (AVERT)",Multicentre randomised controlled trial of very early and frequent mobilisation after stroke,2005,2006,,,,"$630,228","$728,729","$764,432","$505,292","$287,078",,,,,,,,"$2,915,759",Clinical Medicine and Science,CLINICAL SCIENCES,Neurology and Neuromuscular Diseases,Cost effectiveness,Early intervention,Evidence-based clinical practice,Multicentre,Randomised controlled trial,Acute care,Functional independence,Neurological disability,Physical inactivity,Stroke
386204,Dr Amy G Brodtmann,National Stroke Research Institute,VIC,MRI,Building Capacity-People,People Support,Training Fellowship (Australia),Australian Training Research Fellowship (Part-time),Cortical remodelling associated with unilateral cartoid stenoses: a functional magnetic resonance imaging study.,Cortical remodelling associated with unilateral cartoid stenoses: a functional magnetic resonance imaging study.,2005,2006,,,,"$40,549","$38,000","$44,500","$45,375","$11,341",,,,,,,,"$179,765",Clinical Medicine and Science,NEUROSCIENCES,Central Nervous System,Brain,Vascular disorders,stroke,,,,,,,
386500,Prof Vaughan J Carr,Schizophrenia Research Institute,NSW,MRI,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Enabling,Australian Schizophrenia Research Bank (ASRB),Schizophrenia Research Bank,2005,2006,,,,"$350,000","$350,000","$245,000","$525,000","$350,000","$175,000",,,,,,,"$1,995,000",Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry,Biological psychology,Genetics not elswhere classified,Psychiatry ,,,,,,,
386501,Dr Patrick J Johnston,Swinburne University of Technology,VIC,University,Building Capacity-People,People Support,Training Fellowship (Australia),Australian Clinical Research Fellowship,"Study of motor inhibition deficits in schizophrenia using MRI, EventRelatedPotentials& Transcranial Magnetic stimulation","Study of motor inhibition deficits in schizophrenia using MRI, EventRelatedPotentials& Transcranial Magnetic stimulation",2005,2008,,,,,,"$156,313","$69,750","$35,625",,,,,,,,"$261,688",Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry,ERP,Inhibition,Schizophrenia,TMS,fMRI,,,,,
387701,A/Pr Freddy  Sitas,NSW Cancer Council,NSW,Other,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,"The effect of exogenous hormones, smoking and HPV on the incidence of screen detected pre-invasive cervical cancer.",Study on cervical health,2005,2006,,,,"$235,675","$235,638","$238,315","$243,458","$248,082",,,,,,,,"$1,201,168",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,Human papillomavirus,hormones and cervix cancer,smoking and cervix cancer,,,aetiology,cervix cancer,hormones,prevention,smoking
388901,Prof Lois A Salamonsen,Prince Henry's Institute of Medical Research,VIC,MRI,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$159,250","$162,250","$165,250","$168,250","$171,161",,,,,,,,"$826,161",Basic Science,CLINICAL SCIENCES,Obstetrics and Gynaecology,Contraception,Embryo implantation,Endometrial function,Infertility,Uterin bleeding,,,,,
388904,Prof Peter J Fuller,Prince Henry's Institute of Medical Research,VIC,MRI,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$159,250","$162,250","$165,250","$168,250","$171,161",,,,,,,,"$826,161",Basic Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,Endocrinology,,,,,,,,,
388930,Dr Gregory H Tesch,Prince Henry's Institute of Medical Research,VIC,MRI,Building Capacity-People,People Support,Career Development Award,Biomedical CDA,Macrophage-mediated injury - potential therapeutic targets for preventing diabetic nephropathy & insulin resistance. ,Macrophage-mediated injury - potential therapeutic targets for preventing diabetic nephropathy & insulin resistance. ,2005,2006,,,,"$89,000","$90,500","$92,500","$94,250","$96,040",,,,,,,,"$462,290",Basic Science,CLINICAL SCIENCES,Nephrology and Urology,kidney,obesity,renal,,,,,,,
389202,Dr Paula V Marlton,Princess Alexandra Hospital,QLD,Hospital,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Enabling,Australasian Leukaemia Lymphoma Group (ALLG) National Leukaemia and Lymphoma Tissue Bank (NLLTB),National Leukaemia and Lymphoma Tissue Bank (NLLTB),2005,2006,,,,"$300,000","$300,000","$300,000","$300,000","$300,000","$150,000",,,,,,,"$1,650,000",Clinical Medicine and Science,CLINICAL SCIENCES,Oncology and Carcinogenesis,Gene expression ,"Haematology, Radiotherapy, Clinical Pharmacology ",Oncology and carcinogenesis ,Tumour immunology,and therapeutics,,,,,
389500,Dr Marina M Reeves,University of Queensland,QLD,University,Building Capacity-People,People Support,Training Fellowship (Australia),Public Health (Australia) Fellowship,Population Health Approaches to Dietary Behaviour & Cancer Control,Population Health Approaches to Dietary Behaviour & Cancer Control,2005,2008,,,,,,"$137,000","$52,313","$71,250","$35,004",,,,,,,"$295,567",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Nutrition and Dietetics,Cancer survivors,dietary behaviour,dietary measurement,quality of life,,,,,,
389806,Dr David L Duffy,Queensland Institute of Medical Research,QLD,MRI,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$105,500","$107,500","$109,750","$112,000","$114,128",,,,,,,,"$548,878",Basic Science,GENETICS,Genetics not elsewhere classified,allergy,epdiemiology,genetic ,melanoma,statistics,,,,,
389809,A/Pr Rajiv  Khanna,Queensland Institute of Medical Research,QLD,MRI,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$127,750","$130,250","$133,000","$135,500","$138,074",,,,,,,,"$664,574",Basic Science,IMMUNOLOGY,Cellular Immunology,cancer,infectious diseases,related disorders,,,,,,,
389830,Prof Denis J Moss,Queensland Institute of Medical Research,QLD,MRI,Support for Research,Research Support,Program,New Program Grant,Immunobiology of Human Herpesvirus Infections,Immune  control of herpesviruses,2005,2006,,,,"$984,354","$1,004,041","$1,004,041","$1,004,041","$1,032,615",,,,,,,,"$5,029,092",Basic Science,IMMUNOLOGY,Cellular Immunology,Cell mediated immunity,Herpesviruses,Immunotherapy,Tumour immunology,Vaccines,,,,,
389837,Dr Peter S Morris,Menzies School of Health Research,NT,MRI,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,MULTICENTRE BRONCHIECTASIS STUDY: A collaborative and international study of bronchiectasis in Indigenous children.,A collaborative and international study of bronchiectasis in Indigenous children.,2005,2006,,,,"$385,650","$275,806","$198,965","$337,444","$298,549",,,,,,,,"$1,496,414",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,Aboriginal,Airway diseases,Child health,Chronic infections,Epidemiology,Children,Chronic respiratory disease,Indigenous health,Microbiology -pathogenesis,Risk factors
389855,Dr Geoffrey  Hill,Queensland Institute of Medical Research,QLD,MRI,Building Capacity-People,People Support,NHMRC Established Career Awards,Practitioner Fellowship,Practitioner Fellowship,Practitioner Fellowship,2005,2006,,,,"$79,275","$80,850","$82,425","$84,175","$85,774",,,,,,,,"$412,499",Basic Science,IMMUNOLOGY,Immunology not elsewhere classified,Cytokines,Graft-versus-Host Disease,Graft-versus-Leukemia Effects,Transplantation,,,,,,
389892,Prof Peter M Visscher,Queensland Institute of Medical Research,QLD,MRI,Support for Research,Research Support,NHMRC Strategic Awards,"Medical Bioinformatics,Genomics & Proteomics Grant",Statistical Methods and Algorithms for Analysis of High-throughput Genetics and Genomics Platforms,Statistical Methods and Algorithms for Analysis of High-throughput Genetics and Genomics Platforms,2005,2006,,,,"$339,500","$319,500","$299,500","$299,500","$299,500",,,,,,,,"$1,557,500",Clinical Medicine and Science,GENETICS,Genome Structure,Train graduates.,and bioinformatics algorithms.  ,quantitative trait loci mapping analysis methods ,,,,,,,
389910,Dr Peter A Ryan,Queensland Institute of Medical Research,QLD,MRI,Building Capacity-People,People Support,Career Development Award,Population Health CDA,Development of contemporary surveillance & control methodologies for dengue & other mosquito-borne viral diseases. ,Development of contemporary surveillance & control methodologies for dengue & other mosquito-borne viral diseases. ,2005,2006,,,,"$99,000","$100,500","$102,500","$104,250","$106,040",,,,,,,,"$512,290",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,arboviral diseases,disease vectors,surveillance,,,,,,,
389915,Dr Kelli PA MacDonald,Queensland Institute of Medical Research,QLD,MRI,Building Capacity-People,People Support,Career Development Award,Biomedical CDA,The effect of potent G-CSF analogues on regulatory T cells and transplant tolerance,The effect of potent G-CSF analogues on regulatory T cells and transplant tolerance,2005,2006,,,,"$99,000","$100,500","$102,500","$104,250","$106,040",,,,,,,,"$512,290",Basic Science,IMMUNOLOGY,Transplantation Immunology,G-CSF analogues ,Regulatory T cells,Transplant tolerance,,,,,,,
389941,Prof Nicholas K Hayward,Queensland Institute of Medical Research,QLD,MRI,Support for Research,Research Support,NHMRC Strategic Awards,Aust - EU Collaborative Research Grant,Genetic and evironmenal risk factors for melanoma: translation into behavioural change,Genetic and evironmenal risk factors for melanoma: translation into behavioural change,2006,2007,,,,,"$50,000","$50,000","$50,000","$50,000","$50,000",,,,,,,"$250,000",Clinical Medicine and Science,GENETICS,Genome Structure,Genetics,Melanoma,,,,,,,,
390109,A/Pr Gavin  Turrell,Queensland University of Technology,QLD,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$105,500","$107,500","$109,750","$112,000","$114,128",,,,,,,,"$548,878",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,Health Inequalities,Health-Related Behaviours,Social Determinants of Health,Social Epidemiology,,,,,,
390125,Prof Judith  Clements,Queensland University of Technology,QLD,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$142,750","$145,250","$148,000","$150,500","$153,074",,,,,,,,"$739,574",Basic Science,CLINICAL SCIENCES,Endocrinology,Kallikreins,Ovarian Cancer,Prostate Cancer,Serine Proteases,,,,,,
390136,A/Pr Jan  Nicholson,Murdoch Childrens Research Institute,VIC,MRI,Building Capacity-People,People Support,Career Development Award,Population Health CDA,Life course determinants of the mental health and wellbeing of Australian children. ,Life course determinants of the mental health and wellbeing of Australian children. ,2005,2006,,,,"$89,000","$90,500","$92,500","$94,250","$96,040",,,,,,,,"$462,290",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,community-based interventions,longitudinal datasets,,,,,,,,
393703,Prof David J Joseph,University of Western Australia,WA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,A randomised controlled trial comparing intraoperative to conventional radiotherapy in women with early beast cancer.,TARGIT: Targeted Intraoperative Radiotherapy for Early Breast Cancer,2005,2006,,,,"$319,875","$177,832","$144,341","$120,372","$111,628",,,,,,,,"$874,048",Clinical Medicine and Science,CLINICAL SCIENCES,Radiotherapy and Nuclear Medicine,Breast Cancer,Breast Conserving Surgery,Intraoperative Radiotherapy,Radiotherapy,Surgery,Breast Cancer,Early Cancer,Radiotherapy,Surgery,
395508,A/Pr Duncan J Campbell,St. Vincent's Institute of Medical Research,VIC,MRI,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$131,750","$134,000","$136,500","$138,750","$141,101",,,,,,,,"$682,101",Clinical Medicine and Science,MEDICAL BIOCHEMISTRY AND CLINICAL CHEMISTRY,Clinical Chemistry,AMP-activated Protein Kinase (AMPK),Cardiac Metabolism,Heart Failure,Renin Angiotensin System,,,,,,
395513,Dr Natalie A Sims,St. Vincent's Institute of Medical Research,VIC,MRI,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$105,500","$107,500","$109,750","$112,000","$114,128",,,,,,,,"$548,878",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Biochemistry and Cell Biology not elsewhere classified,Bone Remodeling,Osteoblast,Osteoclast,Osteoporosis,Rheumatoid Arthritis,,,,,
395516,Dr Ora  Bernard,St. Vincent's Institute of Medical Research,VIC,MRI,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$127,750","$130,250","$133,000","$135,500","$138,074",,,,,,,,"$664,574",Basic Science,CLINICAL SCIENCES,Oncology and Carcinogenesis,Actin Cytoskelton,Cancer Metastasis,Cell Motility,Protein Kinase,Tubulin,,,,,
395522,Prof Bruce E Kemp,St. Vincent's Institute of Medical Research,VIC,MRI,Support for Research,Research Support,NHMRC Strategic Awards,"Medical Bioinformatics,Genomics & Proteomics Grant",Phosphoproteomics: Metabolic and Exercise Signalling Markers for Sedentary and Trained Individuals,Phosphoproteomics: Metabolic and Exercise Signalling Markers for Sedentary and Trained Individuals,2005,2006,,,,"$244,500","$244,500","$244,500","$244,500","$244,500",,,,,,,,"$1,222,500",Clinical Medicine and Science,GENETICS,Genome Structure,"exercise and metabolism, AMPK signalling pathway",muscle,phosphoproteome of trained and untrained sketal,,,,,,,
395525,Dr John T Price,Monash University,VIC,University,Building Capacity-People,People Support,Career Development Award,Biomedical CDA,Identification and characterization of novel molecular modulations of tumour cell metastasis,Identification and characterization of novel molecular modulations of tumour cell metastasis,2005,2006,,,,"$89,000","$90,500","$92,500","$94,250","$96,040",,,,,,,,"$462,290",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Biochemistry and Cell Biology not elsewhere classified,Cancer cell biology,Cancer metastasis,Cell signalling,Gene array,Migration,,,,,
395532,Dr Susanne C Feil,St. Vincent's Institute of Medical Research,VIC,MRI,Building Capacity-People,People Support,Training Fellowship (Australia),Industry Fellowship,Structure based drug design of inhibitors of the cholesterol-dependent cytolysins and respiratory syncytial virus fusion,Development of durgs to fight infectious diseases,2005,2006,,,,"$45,250","$92,250","$94,250","$96,250","$49,039",,,,,,,,"$377,039",Basic Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical Biotechnology,Crystallography,Infectious Diseases,Membrane Protiens,Protien Structure,Toxin,,,,,
396400,Prof Melanie A Wakefield,The Cancer Council Victoria,VIC,Other,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$127,750","$130,250","$133,000","$135,500","$138,074",,,,,,,,"$664,574",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Health Promotion,Behaviour and Health,Counselling Psychology,Health Information,Health Promotion,Substance Abuse,,,,,
396414,Prof Graham  GILES,The Cancer Council Victoria,VIC,Other,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Enabling,The Health 2020 Cohort Study (Health 2020) ,Health 2020,2005,2006,,,,"$300,000","$300,000","$300,000","$300,000","$300,000","$150,000",,,,,,,"$1,650,000",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,Epidemiology,,,,,,,,,
398504,A/Pr Paul M Dietze,Monash University,VIC,University,Building Capacity-People,People Support,Career Development Award,Population Health CDA,"Enhancing understandings of drug use & related harms in Australia: Methods, design & social context. ","Enhancing understandings of drug use & related harms in Australia: Methods, design & social context. ",2005,2006,,,,"$89,000","$90,500","$92,500","$94,250","$96,040",,,,,,,,"$462,290",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,alcohol & drug surveillance,injecting drug users,social epidemiology,,,,,,,
398505,A/Pr Alison  Ritter,University of New South Wales,NSW,University,Building Capacity-People,People Support,Career Development Award,Population Health CDA,Responding to illicit drugs in Australia: towards evidence-based strategic policy. ,Responding to illicit drugs in Australia: towards evidence-based strategic policy. ,2005,2006,,,,"$89,000","$90,500","$92,500","$94,250","$96,040",,,,,,,,"$462,290",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,drug policy,illicit drug markets,pharmacotherapies,translational research,,,,,,
399210,Dr Gabrielle  Todd,University of Adelaide,SA,University,Building Capacity-People,People Support,Training Fellowship (Australia),Peter Doherty Fellowship,Rewiring the human brain during motor learning,Rewiring the human brain during motor learning,2005,2006,,,,"$67,250","$68,500","$52,313","$71,250","$23,528",,,,,,,,"$282,841",Basic Science,NEUROSCIENCES,Neurosciences not elsewhere classified,Human,Motor cortex,Movement,Plasticity,,,,,,
399221,Dr Carol J Lang,University of Adelaide,SA,University,Building Capacity-People,People Support,Training Fellowship (Australia),Peter Doherty Fellowship,The role of zinc in the respiratory system and in chronic obstructive pulmonary disease,The role of zinc in the respiratory system and in chronic obstructive pulmonary disease,2005,2006,,,,"$16,813","$51,375","$53,563","$52,750",,,"$33,754","$36,254","$36,254","$8,776",,,"$289,539",Basic Science,MEDICAL BIOCHEMISTRY AND CLINICAL CHEMISTRY,Medical Biochemistry: Other,Asthma,Chronic obstructive pulmonary disease (COPD),Cigarette smoke,Lung,Zinc and zinc transporters,,,,,
399225,Dr Lauren R Miller-Lewis,University of Adelaide,SA,University,Building Capacity-People,People Support,Training Fellowship (Australia),Public Health (Australia) Fellowship,Predicting & Improving Mental Health Resilience in Early Childhood: The impact of relationships with teachers & parents.,Predicting & Improving Mental Health Resilience in Early Childhood: The impact of relationships with teachers & parents.,2005,2006,,,,"$67,250","$51,375","$2,928","$53,438","$36,254","$36,254","$36,046","$14,177",,,,,"$297,722",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Mental Health,Early Childhood,Family Adversity,Protective Factors,Psychological Health,Resilience,,,,,
399300,Prof Sharad  Kumar,University of Adelaide,SA,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$144,250","$147,250","$150,250","$153,250","$156,161",,,,,,,,"$751,161",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Protein Targeting and Signal Transduction,Nedd4,caspases,cell death,ubiquitination,,,,,,
399389,A/Pr Maria  Makrides,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,n-3 LCPUFA supplementation in pregnancy to reduce allergies in early childhood,n-3 fatty acids in pregnancy and childhood allergy,2005,2006,,,,"$102,500","$100,463","$235,173","$185,878","$189,409",,,,,,,,"$813,423",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,allergy,children,dietary fatty acids,long chain fatty acids,prevention,allergy prevention,children,dietary fatty acids,nutrition in pregnancy,
399396,Dr Karen J Murphy,University of South Australia,SA,University,Building Capacity-People,People Support,Training Fellowship (Australia),Industry Fellowship,Docosahexaenic acid (DHA) from dairy. How dietary omega-3 fats from dairy can increase DHA levels to improve,Dairy as a source of Omega-3 fats for food supplements,2005,2006,,,,"$45,250","$69,188","$186,500","$72,188","$37,270","$49,039","$11,769",,,,,,"$471,204",Basic Science,CLINICAL SCIENCES,Paediatrics,DHA,Dairy,Fatty acids,Nutrition ,,,,,,
400016,A/Pr Brian  Dean,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$116,750","$119,000","$121,500","$123,750","$126,101",,,,,,,,"$607,101",Basic Science,CLINICAL SCIENCES,Psychiatry,Muscarinic receptors,Proteome analysis,Psychiatric disorders,Schizophrenia,,,,,,
400018,Dr Heather M Young,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$116,750","$119,000","$121,500","$123,750","$126,101",,,,,,,,"$607,101",Basic Science,NEUROSCIENCES,Neurosciences not elsewhere classified,Enteric nervous system,Migration,Neural crest,Neuron differentiation,,,,,,
400057,A/Pr Amanda J Fosang,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$127,750","$130,250","$133,000","$135,500","$138,074",,,,,,,,"$664,574",Basic Science,CLINICAL SCIENCES,Rheumatology and Arthritis,Aggrecan,Arthritis,Cartilage,Proteinases,,,,,,
400058,Prof Malcolm K Horne,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Established Career Awards,Practitioner Fellowship,Practitioner Fellowship,Practitioner Fellowship,2005,2007,,,,,"$96,950","$96,950","$98,875","$100,975","$102,893",,,,,,,"$496,643",Clinical Medicine and Science,NEUROSCIENCES,Central Nervous System,Dopamine,Parkinson's disease,Stem cells,a-synuclein,,,,,,
400068,A/Pr Jennifer L Wilkinson-Berka,Monash University,VIC,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$116,750","$119,000","$150,687","$123,750","$126,101",,,,,,,,"$636,288",Basic Science,CLINICAL SCIENCES,Endocrinology,Angiogenesis,Angiotensin,Diabetes,Hypertension,Retinopathy,,,,,
400109,A/Pr Marshall W. Lightowlers,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$142,750","$145,250","$148,000","$150,500","$153,074",,,,,,,,"$739,574",Basic Science,MEDICAL MICROBIOLOGY,Medical Parasitology,Cysticercosis,Disease control,Hydatid disease,Parasitology,Vaccination,,,,,
400113,Dr Ross D Hannan,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$116,750","$119,000","$121,500","$123,750","$126,101",,,,,,,,"$607,101",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Biochemistry and Cell Biology not elsewhere classified,Cell growth and size regulation,Gene transcription,RNA Polymerase 1,Ribosome biogenesis,,,,,,
400121,Prof Samuel F Berkovic,University of Melbourne,VIC,University,Support for Research,Research Support,Program,New Program Grant,Epilepsy:  Molecular basis and mechanisms in the era of functional genomics,Epilepsy:  a basic science to patient program about how gene changes cause seizures,2005,2006,,,,"$2,361,023","$2,408,243","$2,408,243","$2,408,243","$2,476,779",,,,,,,,"$12,062,531",Clinical Medicine and Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,Epilepsy,Ion Channels,Magnetic Resonance Imaging,Molecular Genetics,Positron Emission Tomography,,,,,
400145,Prof John  Hamilton,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$159,250","$162,250","$165,250","$168,250","$171,161",,,,,,,,"$826,161",Basic Science,CLINICAL SCIENCES,Clinical Sciences not elsewhere classified,Arthritis,Cytokines,Inflammation,Macrophage,,,,,,
400183,A/Pr Steven J Collins,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Established Career Awards,Practitioner Fellowship,Practitioner Fellowship,Practitioner Fellowship,2005,2006,,,,"$67,950","$69,300","$70,650","$72,150","$73,520",,,,,,,,"$353,570",Basic Science,MEDICAL MICROBIOLOGY,Medical Microbiology not elsewhere classified,Prion diseases,Prion protein propagation,Protease-resistant prion protein,Protein aggregation and misfolding,Transmissible spongiform encephalopathies,,,,,
400191,Dr Kevin J Barnham,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$105,500","$107,500","$109,750","$112,000","$114,128",,,,,,,,"$548,878",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Neurochemistry,Alzheimer's disease,Biophysics,Neurodegeneration,Protein structure and function,,,,,,
400202,Prof Colin L Masters,University of Melbourne,VIC,University,Support for Research,Research Support,Program,New Program Grant,Neurodegeneration in the ageing brain:  how the pathways leading to aggregated protein cause disease,Diseases of the ageing brain,2005,2006,,,,"$2,411,973","$2,460,212","$2,460,212","$2,460,212","$2,530,227",,,,,,,,"$12,322,836",Clinical Medicine and Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,Alzheimer's disease,Amyloid,Creutzfeldt-Jacob disease,Motor neuron disease,Parkinson's disease,,,,,
400231,Prof Robert RG Ramsay,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$116,750","$119,000","$121,500","$123,750","$126,101",,,,,,,,"$607,101",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Biochemistry and Cell Biology not elsewhere classified,Cancer,,,,,,,,,
