ID,Submit Year,Start Year,Title,Description,Institution,Investigators,Discipline
LP100100575,2009,2010,Vision performance in relationship to spectacle lens design,"Nearly all people need correction of optical defects at some time in their lives. Usually this is provided by spectacle lenses. Unfortunately, spectacle lenses have optical defects associated with them that cannot always be eliminated. The optical defects lead to reduced visual performance and symptoms such as head/neck ache due to unnatural posture. Often choices have to be made about which defects will minimally affect vision performance and be most acceptable to wearers. This study will improve our understanding of the optical qualities of the eye and spectacle lenses and the adaptations to spectacle lens designs. This will enable improved designs of spectacles to the Australian and wider International communities.",Queensland University of Technology,Prof David A Atchison; Mr Ankit Mathur; Dr Saulius R Varnas,Qld
LP100100586,2009,2010,Equitable local outcomes in adaptation to sea-level rise,"This project will develop an approach for identifying the social and equity outcomes of various strategies to adapt to sea-level rise. It will apply and refine this approach through an examination of the likely social outcomes of a range of adaptation strategies in four coastal communities in Gippsland which are vulnerable to sea-level rise, with the support of and in association with the following project partners: East Gippsland Shire Council, the Gippsland Coastal Board, the Victorian Department of Planning and Community Development, the Victorian Department of Sustainability and Environment, and Wellington Shire Council. ",The University of Melbourne,Dr Jonathon R Barnett; Dr Anna C Hurlimann; Prof Ruth Fincher,Vic
LP100100588,2009,2010,"Advancing Medical Image Analysis through High Performance Heterogeneous Computing, Numerical Simulation, and Novel Human Computer Interfaces","This project will exploit advances in high-performance heterogeneous computing to lay the foundations for faster and more reliable medical image analysis including registration, modelling/simulation and segmentation. The outcomes of this project will transform the role of technology in future health care systems by providing low-cost ubiquitous automated/semi-automated diagnosis, planning, and visualization solutions and by introducing real-time and enhanced intraoperative tools for non-invasive image-guided surgery. By achieving the specific goals of this project, we will also contribute to general understanding of the trade-offs and challenges in transitioning from traditional serial computation into the new era of parallel platforms.",The Australian National University,Prof Rodney A Kennedy; Mr Ramtin Shams; A/Prof Alistair P Rendell; Dr Parastoo Sadeghi; A/Prof Henry J Gardner; Dr Naga Govindaraju; Dr Paul England; Dr Lidong Zhou; Dr Eric I Chang; Dr Shipeng Li; Dr Feng-hsiung Hsu,ACT
LP100100589,2009,2010,Strengthening leadership capacity in Australia's rapidly changing aged and community care sector,"This project aims to produce a viable, dynamic and interactive leadership framework for the not-for-profit Aged and Community Care sector to deal with current and future change and volatility. Existing static, uni-dimensional frameworks have failed to meet the needs of the sector because they are limited in their scope and have proven to be inadequate for developing the leadership skills required in this complex and rapidly changing field. The framework being tested through this research is multi-dimensional, dynamic and can accommodate diverse organisational contexts, enhance the leadership capacity of individuals, organisations and the sector.  It presents a real paradigm shift.",Southern Cross University,Prof Colleen M Cartwright; Dr Kelly A Shaw; A/Prof Jeffrey Soar; Ms Jacqueline A Kelly; Prof June M Heinrich; A/Prof Sivarama (Shankar) K Sankaran; Prof Neal F Ryan,NSW
LP100100594,2009,2010,Learning the complexity of scientific knowledge about climate change with computer modelling and visualization technologies,This project investigates how students can deeply learn important scientific knowledge and skills with computer modelling and visualization technologies (MVT). Research will be conducted that explores innovative ways to use MVT to learn the scientific knowledge related to climate change and sustainability. Secondary and high school students will also access online data about ecosystems and climate change as part of science inquiry activities involving MVT. Findings from this project will contribute to insights of scientific and practical relevance related to how Australian students might use MVT to learn about the complexity of climate change as well as to the Digital Educational Revolution. ,The University of Sydney,Prof Michael J Jacobson; Dr Lina Markauskaite; Dr Chun Hu,NSW
LP100100596,2009,2010,Supporting families: Horizontal and vertical equity in the Australian tax-benefit system in historical and comparative perspectives,"This project will examine reforms to the Australian tax-benefit system since the early 1970s, equity in disposable incomes between different groups of working age people and families, and how this compares with other rich English-speaking countries. Equity in the Australian tax-benefit system has not been systematically examined for more than a decade. The tax-benefit treatment of single people and couples, people with and without dependent children, men and women, and people in and out of employment will be compared using multiple methods. including model family calculations, analysis of survey microdata, and microsimulation techniques, and will take into account issues such as the costs of alternative policies, and incentives to work.",The University of New South Wales,Mr Gerard M Redmond; Mr Michael Mendelson; Mr Mark H Greenberg; Dr David H Rea; Prof Brian Nolan; Dr Matthew C Gray; Prof Peter Whiteford; Prof Holly E Sutherland,NSW
LP100100597,2009,2010,"Safer cycling: A partnership project to better understand cycling patterns, hazards and incidents","Cycling, both for transport and recreation, has many health and environmental benefits. Major barriers to more people cycling, are the real and perceived injury risks, and risk concerns about interacting with other road users.  This study will follow a large cohort of cyclists from metropolitan and regional New South Wales to measure cyclist crash, near miss and injury rates, and to identify factors that contribute to these events. This interdisciplinary project will also explore risks associated with different forms of cycling infrastructure. It will provide evidence to support and inform future policy and planning for transport and health, and inform future health and safety promotional campaigns for all road users.",The University of New South Wales,Dr Roslyn G Poulos; Dr Julie Hatfield; Prof Raphael H Grzebieta; A/Prof Andrew S McIntosh; A/Prof Chris Rissel,NSW
LP100100598,2009,2010,A Re-evaluation of the Safety and Reliability Indices for Reinforced Concrete Structures,"Since the limit state format was introduced in Australian building standards the mid 1980’s, practices for the construction of concrete structures have changed considerably, as have the materials used. An assessment against international standards indicates that Australian concrete design is considerably conservative with the cost of excessive conservatisms impacting on the economics of society’s critical infrastructure and on the environment through greater carbon emissions. This research project, through structural reliability modelling, and within public safety limit constraints, will determine the optimal design capacity factors and, hence optimal use of materials, for concrete structures designed to the Australian standard.

",The University of New South Wales,Prof Stephen J Foster; Dr Vute Sirivivatnanon; Prof Mark G Stewart,NSW
LP100100599,2009,2010,Ageing in prison: A strategic framework for the management of ageing offenders in the Australian criminal justice system,"Prison populations are ageing. Persons over the age of 50 are the fastest growing group of prisoners in Australia. Older prisoners have specific needs, and are one of the most expensive groups to accommodate. Prisons are designed for the young and able-bodied, and the built environment and rehabilitation and transition programs cater poorly for the needs of an ageing person. Despite this, there is little research on ageing offenders in the Australian context. Outcomes of this project will contribute to significant improvements in planning of programs and facilities in prisons and for prisoner support services. ",Monash University,A/Prof Christopher J Trotter; Prof Colette J Browning; Prof Daniel W O'Connor; Prof Paul M Collier; A/Prof Rosemary J Sheehan,Vic
LP100100600,2009,2010,"The return of the native: reintroductions, reinvasions, and a new paradigm in restoration ecology","Reinvasion of pests following control is the most common cause of failure in pest management. This project offers a novel solution to this problem by using targeted reintroductions of native species to fill vacated niches and repel reinvaders. This new approach will greatly improve vertebrate pest control which is an essential tool to reduce the devastating impacts of alien species but has become an unending battle because of rapid reinvasion. It also advances a new paradigm of “reinvasion biology”  and the fundamental process of population recovery, making significant and novel contributions to population ecology and conservation theory.",The University of New South Wales,Dr Peter Banks; Prof Chris R Dickman; Dr Matthew W Hayward; Dr Roger P Pech; Dr Daniel H Lunney; Dr Andrea E Byrom,NSW
LP100100609,2009,2010,The use of in planta digestion for pretreatment of biofuel feedstock,"This project will generate transgenic plants, co-expressing new combinations of novel synthetic genes encoding key cellulose degrading enzymes. These new genes will be optimised for higher expression than is currently demonstrated; in particular one of the enzymes central to this process, cellobiohydrolase will be the focus of efforts to increase levels of expression. Cellulase genes will be transferred into and expressed from both the nuclear and the chloroplast genomes in order to achieve the appropriate ratios of the different recombinant enzymes required to achieve efficient cellulose autodigestion prior to the use of the plant residue material as a fermentation feedstock. ",RMIT University,A/Prof Trevor W Stevenson; Dr Gregory D Nugent; Prof David M Stalker,Vic
LP100100612,2009,2010,Design tools for optimising data centre layout to minimise energy usage,"Power requirements for data centres have been escalating, and the world faces a significant infrastructure challenge in reducing these requirements. The project will be the first to design energy efficient data centres by optimising the data centre layout primarily through the use of computational fluid dynamics and evolutionary optimisation techniques, on the basis of insights into air flow and temperature distribution. Critically, we will establish a suitable environmental rating tool to assess new and existing facilities.",The University of Sydney,Dr Srinarayana Nagarathinam; Prof Masud Behnia; Prof Steven W Armfield; Dr Nathan Groenhout,NSW
LP100100613,2009,2010,Development of innovative technologies for oil production based on the advanced theory of suspension flows in porous media,"This project, supported by the largest Australian oil company SANTOS, aims to develop innovative technologies to significantly increase the efficiency of oil production and ensure commercial benefits to the Australian oil industry. These technologies will be based on recent advances and new theoretical models for suspension-colloidal transport and trapping in porous media. The project will undertake innovative mathematical modelling and new laboratory experiments, cross-checked by field results, to generate practical outcomes. The project will also significantly impact other application areas including potable and technical water production and its filtration, exploitation of artesian wells and conformance of CO2 geo-sequestration.",The University of Adelaide,Prof Pavel Bedrikovetski; Prof Anthony J Roberts; Dr Andrei G Kotooussov; A/Prof Phillip Pendleton; Mr Keith S Boyle; Mr Jose T Rodrigues,SA
LP100100614,2009,2010,But does it work?  Evaluation of science communication activities in Australia,"The aims of this project are to collect and analyse evaluation techniques in science communication, describe the challenges to successful evaluation, and develop guidance for better evaluation by science communication practitioners. Science communication activities (public talks, the use of social media such as blogs, public summaries and reports) are on the rise and supported by Australian government policy.  More effective evaluation of these activities will allow science communication professionals to design better initiatives and to guide researchers to communicate their science more effectively for active public engagement.   The project outcome will be a set of guidelines, a summary report and a workshop for science communicators. ",The University of Queensland,Dr Richard D Fitzgerald; Ms Jennifer E Metcalfe; Dr Joan Leach,Qld
LP100100616,2009,2010,Materials Engineering Solutions for Tomorrow's Water Resources,"This proposal is a partnership between major corporate, public sector and private water industries in Australia with universities to address the forecasted needs of the water industry to provide high-quality drinking water. This partnership will develop advanced and superior materials with fit-for-purpose capacities for desalination, pollutant capture and removal technologies informed by modelling-based knowledge management systems that integrate established with emerging and developing technologies. The technology developments through the research partnership will be conducted in an integrated approach to achieve practically functional and industry relevant treatment systems that address water quality problems in the future.  ",University of South Australia,Prof Robert D Short; Prof Nicolas H Voelcker; Prof Joseph G Shapter; A/Prof Linda Y Zou; Dr Amanda V Ellis; Dr Manrico (Rick) Fabretto; Dr John A van Leeuwen; Dr Christopher W Chow; Ms Mary Drikas,SA
LP100100618,2009,2010,"Integration of Solar, Wind and Storage Systems into Distribution Grids for Network Support ","Renewable energy integration into electricity grids offers a climate responsive approach to electricity generation and distribution. Connecting a large number of multiple renewable resources to electricity networks has the potential to cause problems in network operation such as hunting for voltage correction, unnecessary tripping of power converters, control interaction, network instability and malfunction of protection devices. This research will develop new methodologies and technologies for minimising these problems, and devise assessment tools to identify associated power quality issues, network sensitivity to instability and protection performance at different levels of renewable energy penetration for network support. ",University of Wollongong,A/Prof Kashem M Muttaqi; A/Prof Sarath Perera; Prof Darmawan Sutanto; Dr Philip P Ciufo; Mr Leith A Elder,NSW
LP100100619,2009,2010,Innovative systematic conservation planning for Indigenous Land and Sea Country: Torres Strait as a case study,"Conserving biodiversity in the Land and Sea Country of Indigenous Australians presents multiple challenges of fundamental interest and global relevance to the science of systematic conservation planning. This project will develop innovative conceptual and technical tools to assist Indigenous communities to design and implement planning initiatives in their regions, using Torres Strait as a case study. The project will develop new interactive software systems, ways of incorporating Traditional Knowledge into planning and integrated land-sea planning, and will feature extensive community engagement. This project will set new national and international standards for systematic conservation planning in areas with significant subsistence use.",James Cook University,Prof Robert L Pressey; Prof Helene D Marsh,Qld
LP100100620,2009,2010,Managing evolutionary-ecological process in restoring Banksia woodland resilient to global environmental changes,"Evolutionary processes are still largely ignored in ecological restoration. The emerging recognition of observable short-term evolutionary changes highlights the need to incorporate evolutionary processes into restoration- particularly in relation to maintaining and restoring resilience under changing global climate. This proposal aims to investigate how evolutionary processes in a restored plant community impact the chance of success and the resilience to future climatic and environmental changes. Using a restoration project on mined land, the project will develop a detailed understanding of the role of genetic diversity, local adaptation and natural gene flow regimes in restoring ecological functioning and self-maintaining communities.",The University of Western Australia,Prof Richard J Hobbs; Dr Kingsley W Dixon; Dr Siegfried L Krauss,WA
LP100100622,2009,2010,Large-Scale Emulation for Enterprise Software Systems ,"There is currently no scalable and cost-effective technology for testing the realistic interaction behaviour, performance and robustness of highly interconnected enterprise software systems.  At best, a testing environment involving 100s of systems can be set up, constraining the testing quality. This project will create a new software technology and the required models and techniques that with limited resources, can emulate simultaneously 10,000s of different enterprise systems, to allow realistic testing of any system before its deployment. It will make significant scientific contributions, and provide advanced enabling technology for quality assurance of critical business IT systems leading to reliable and effective business operation.",Swinburne University of Technology,Prof Jun Han; Prof John Grundy; Dr Jean-Guy Schneider; Dr Lars Grunske; Dr Janine E Radford,Vic
LP100100624,2009,2010,Data Exchange and Service Integration with Applications in Health Information Systems,"Data exchange and service integration of patient medical information is of clear benefit. However, such an application faces significant challenges including technical difficulties, financial affordability, and management concerns. This project aims to research a novel approach which includes a heterogeneous data exchange model, self aware schema mapping, web services coordinated localised autonomous services, cognitive models of medical information systems and human computer interaction. The new model of data integration and exchange will be developed with, and trialed by, Westgate General Practice Network, a large medical health provider.",Victoria University,A/Prof Yuan Miao; Prof Yanchun Zhang,Vic
LP100100640,2009,2010,Measuring the effectiveness of specialist science enrichment programs,"Many science centres in Australia aim to provide science enrichment to support and complement formal science education in schools. To date there is little information about the benefits of such facilities in changing student attitudes to science and their subsequent career outcomes. This project will determine the benefits of three types of science enrichment programs including programs targeted for indigenous students and programs which involve students in real research. The research is focussed on school students undertaking enrichment at the Gravity Discovery Centre



",The University of Western Australia,Prof David G Blair; Prof Grady J Venville; Dr Nancy E Longnecker; A/Prof Marjan G Zadnik; A/Prof David M Coward,WA
LP100100647,2009,2010,"Tectonic evolution and lode gold mineralisation in the Southern Cross district, Yilgarn Craton (Western Australia): a study of the meso- to Neoarchaean missing link","The primary objective of this study is to develop a superior tectono-metamorphic model to capture the geological evolution of the gold-endowed Youanmi Terrane in the Yilgarn Craton of Western Australia. The structural relationship between Archean (i.e. > 2,500 million years ago) greenstone belts and adjacent granitoids is critical to unravel the crustal evolution of the Early Earth and understand the formation of gold deposits. Based on a multidisciplinary approach, this project will generate an improved metallogenic model to help target areas of high prospectivity for gold mineralisation in Western Australia and world-wide.",The University of Western Australia,Prof Mark E Barley; Dr Nicolas J Thebaud; Prof Thompson C McCuaig; A/Prof Klaus Gessner; Dr John M Miller; Dr Eric Tohver; Dr Michael P Doublier; Dr Sandra S Romano; Mr Stephen Wyche,WA
LP100100650,2009,2010,Using biodiesel cleanup agents to reduce impacts on mangroves and tidal wetland ecosystems from oil spills,"This project will specifically assess the effectiveness and consequences of using palm oil biodiesel and coconut oil biodiesel as cleaning agents during and after a large oil spill in tidal wetland and mangrove environments. These two biodiesels are both comprised of primarily short carbon chain fatty acids, making them even more biodegradable than other biodiesels. Both biodiesels are unsaturated fatty acids that improve biodegradability. Coconut biodiesel has a very low viscosity assisting penetration of oiled substrates that otherwise retain oil. The project will lead to more efficient clean up of oil spills with less environmental harm. The outcome will be a clear empirically based cleanup protocol of commercial value to Australia.  ",The University of Queensland,Dr Norman C Duke; Dr Ian R Tibbetts; Dr Kathy A Townsend; Adj/Prof Michael W White,Qld
LP100100659,2009,2010,Redirecting Carbon Flow through Mesophyll and Bundle Sheath Cells of Sugarcane to Produce Poly-3-Hydroxybutyrate,"The aim of this project is to redirect the flow of carbon towards production of a biorenewable plastic (poly-3-hydroxybutyrate) in the bundle sheath and mesophyll cells of the tropical and temperate grasses that use the C4 photosynthesis, sugarcane and switchgrass, respectively. This work is significant in that it will provide an increased understanding of C4 plant biochemistry and metabolism which in-turn will allow the manipulation of the biochemical pathways of major bioenergy crops to produce value-added industrial chemicals and materials.  The expected outcomes are:

1) A systems approach to plant metabolic engineering; and 2) Biomass crops that produce commercial levels of the biodegradable biopolymer poly-3-hydroxybutyrate.",The University of Queensland,Dr Stevens M Brumbley; Dr Kristi D Snell; Prof Lars K Nielsen,Qld
LP100100668,2009,2010,Novel technologies for biodiesel production from meat processing waste streams,"Applying new process technologies to fat-based downstream wastes from the meat industry, provides opportunities for clean energy production and zero waste initiatives. Alkyl fatty acid esters produced from tallow, offer use as biodiesel, fuel additives and lubricants. Through an alliance with a large regional abattoir, this proposal will develop the use of ethyl and butyl fatty alkyl esters as a novel and more sustainable alternative to traditional methyl ester, base-catalysed, biodiesel formulations. We plan a process of laboratory, pilot and production scale investigations, each aimed at validation, optimisation, and quality control of the process to reduce waste and increase sustainability. ",The University of Adelaide,Prof Robert A Gibson; A/Prof Brian K O'Neill,SA
LP100100672,2009,2010,Genetic Rescue of Australia's Arid Zone Plants,"Processes that reduce the size of plant populations, increase inbreeding and sever connections among populations are predicted to lead to extinction because populations have critically low levels of genetic diversity.  This is exactly the effect of grazing on many arid zone species.  We propose to trial genetic rescue of these species by supplementing levels of genetic diversity.  We will first use experimental pollinations and demographic and genetic surveys to establish that populations are unable to reproduce because they lack genetic diversity and that within species patterns of genetic variation are suited to such a genetic rescue strategy.",University of Wollongong,Prof David J Ayre; Mr Andrew Denham,NSW
LP100100693,2009,2010,A study investigating the feasibility of implementing a national approach to child and family health services.,"Universal health services for pregnant women, children and families are inconsistent across Australia, fragmented across disciplines and sectors and do not adequately meet the needs of the population. A national approach is urgently needed. This study investigates the feasibility of implementing a national approach to child and family health services. Consultative forums with consumers and professional leaders, a national survey of and focus groups with midwives, nurses, general practitioners and practice nurses will provide a comprehensive understanding of the essential components of a universal service. Findings will identify organisational, service and professional characteristics that are enablers and barriers to implementation. ",University of Western Sydney,A/Prof Virginia A Schmied; A/Prof Sue Kruske; Prof Caroline Homer; Prof Lesley M Barclay; Prof Ian Wilson; Prof Cathrine M Fowler; Dr Lynn A Kemp; A/Prof Allan M Fasher; Dr Sharon R Goldfeld; Dr Barbara A Vernon; Ms Cecelia Randles,NSW
LP100100696,2009,2010,Silicon Photonic Platform for Quantum Encryption and Communications,"Silicon photonics will be explored as a platform to realise integrated transmitter and receiver systems for exchanging of quantum cryptographic keys.  A recent demonstration using discrete LiNbO3 devices works well, but is too large and costly.  This project will exploit compact waveguide technology and novel polarisation control techniques to integrate the entire transmitter and receiver systems onto a single chip. The use of CMOS compatible processes will enable prototype fabricated by a commercial foundry, and may even allow integration of custom quantum signal processing electronics. The technology from this project will pave the way for a revolutionary quantum communications module which is low-cost, compact and highly manufacturable.",RMIT University,A/Prof Arnan Mitchell; Dr Thach G Nguyen; Dr Madhu Bhaskaran; Mr Neil J Baker,Vic
LP100100700,2009,2010,"Freshwater biofouling of hydraulic conduits: impact, mitigation, and control, and the consequences of Climate Change","Biofouling, the growth of nuisance bacteria or algae, is a significant problem in canals and pipelines and causes efficiency losses of up to 10% in hydroelectric power systems. This project aims to develop strategies to maximise renewable electricity production through biofouling mitigation. It will move our understanding of frictional wall flows from typical engineering roughness to more complex interacting organic surfaces, a critical contribution to scientific knowledge.  The potential impacts of climate change on the development of biofouling and its impact on operation will also be studied.  The data will be applied to improve design methods for conduits and provide industry with tools to identify strategic areas for treatment.",University of Tasmania,Dr Jane E Sargison; A/Prof Paul A Brandner; Ms Jessica M Andrewartha; Dr Alan D Henderson; Prof Gustaaf M Hallegraeff; Dr Jonathan E Osborn; Prof Gregory J Walker,Tas
LP100100702,2009,2010,Building resilience in Aceh,"There is evidence that Acehnese people suffer poor mental health and social cohesion as a result of the 2004 tsunami and ongoing civil conflict. This project will identify, for the first time, the causal pathways that lead from trauma and loss to mental health problems and impaired social and emotional well-being. The project will (a) map local idioms and understandings of the effects of loss and trauma, (b) conduct a population survey of needs, and (c) trail a community rehabilitation program in Aceh. The project provides the first evidence base for shaping evidence-informed policies to manage indigenous mental health problems in Aceh.",The University of New South Wales,Prof Richard A Bryant; Dr Zachary Steel; Prof Derrick Silove,NSW
LP100100704,2009,2010,Adaptive capabilities in the elderly during extreme heat events in South Australia ,"During the summer of 2009 an unprecedented heatwave occurred in southern Australia, with record maximum and minimum temperatures. Anecdotal evidence suggests there was a considerable effect on population morbidity and mortality. The elderly are particularly vulnerable to heat for reasons relating to their physiology, health, and failure to undertake behavioural adaptation. Using the recent heatwave as reference, our study aims to investigate their reasons for reduced adaptive capacity and identification of barriers to maintaining thermal comfort. Heat-illnesses and deaths are preventable. Our findings will allow the formulation of interventions and targeted health promotion messages to reduce the health impacts of heat in a warming climate.",The University of Adelaide,Mr Brenton J Keen; A/Prof Peng Bi; A/Prof Dino L Pisaniello; Prof Alison L Kitson; Prof Jonathan W Newbury; Dr Monika Nitschke,SA
LP100100712,2009,2010,Industrial High Efficiency Solar Cells,"The University of NSW (UNSW) holds the record for silicon solar cell efficiency of 25%. This was achieved by extensive use of photolithography which is considered too expensive to implement commercially. This project aims to develop new patterning technology, based on a novel etching method invented at UNSW, which can replace photolithography in solar cell fabrication. If successful, the project will enable commercial production of high-efficiency cells previously only demonstrated under laboratory conditions. This project aims to increase the efficiency of commercial cells from ~17% to 23% in just 5 years, a performance increase of more than 30% compared to the 20% increase world-wide in the last 30 years in screen-printed cell technology.",The University of New South Wales,Dr Alison Lennon; Prof Stuart R Wenham,NSW
LP100100713,2009,2010,The Future of Financial Regulation: Enhancing integrity through design,"The project brings together key market regulators, a leading professional services firm and a multi-disciplinary academic team to conduct an in-depth review of the role of the key actors in the Australian financial services sector and financial markets. It examines the critical ethical and compliance challenges facing three major professional groups relevant to financial regulation (lawyers, auditors, investment bankers). It evaluates the efficacy of the regulation of these professional groups (and other key actors) and the duties to which they are subject. The aim is to develop an integrated set of institutional strategies and processes – an integrity model – to address the ethical and compliance problems analysed.",Queensland University of Technology,Prof Justin O'Brien; Prof Seumas R Miller; Prof Keith A Houghton; Mr Steven A Mark; Mr Graham J Ezzy,Qld
LP100100720,2009,2010,Inhibition of Spontaneous Detonations of Explosive Emulsions in Hot and Reactive grounds,"Ammonium nitrate (AN)-based emulsion explosives are widely used in the mining industry – particularly coal and iron ore – as water-resistant, cost-effective blasting systems with high efficiency and detonation velocity. Learning how to gain greater flexibility and efficiency in the use of AN without compromising safety in hot and reactive ground has been a major issue for the mining industry. We will devise a new reactive ground test, will determine the mechanisms for reaction and inhibition, and will use this understanding to design new inhibitor technology. These advances will make high safety standards in these industries significantly easier to achieve. ",The University of Sydney,A/Prof Brian S Hawkett; A/Prof James K Beattie; Dr Jeffrey Gore; Dr Chiara Neto,NSW
LP100100721,2009,2010,Philanthropy and Indigenous people: Enhancing Indigenous education outcomes,"Entry of the philanthropic sector into the educational arena has been welcomed by Australian governments and Indigenous communities as a source of fresh ideas, approaches and additional resources to address the intractable problem of low Indigenous educational outcomes. Yet the nature of engagements between philanthropic bodies and Indigenous people is an area of research that is largely under developed, under theorised and unexplored in Australia. This project aims to critically assess the degree to which philanthropic interventions improve Indigenous education outcomes—from both Indigenous and philanthropic perspectives—with the goal of identifying or developing models, strategies and principles of effective partnership and engagement.",The Australian National University,Dr Robert G Schwab; Dr Janet E Hunt,ACT
LP100100732,2009,2010,Where's the evidence? Understanding the use of evidence in Indigenous policy,"The project will investigate the role of evidence in Indigenous policy. By examining several inquiry reports, it will track changes in Indigenous policy over time and study the methodologies deployed in Indigenous policy research, focused on child protection.  It will study how research evidence and the input of Indigenous people have been used to inform the inquiries and subsequent policy decisions.  Its significance lies in the development of an innovative facilitated dialogue process developed by the partner organizations to enable policymakers engaging with researchers and Indigenous people to utilize research for more effective policy.  It will also further the theoretical understanding of the use of evidence in broader social policy.",The University of New South Wales,Prof Ilan B Katz; A/Prof Sarah Maddison; Prof Patrick Dodson,NSW
LP100100734,2009,2010,"Performance, Evaluation, and Enhancement of Hydrated Cement Treated Crushed Rock Base (HCTCRB) as a Road Base Material for Western Australian Roads","Hydrated Cement Treated Crushed Rock Base (HCTCRB) is currently the best option for base course materials in Western Australia. More than 250,000 tonnes of HCTCRB has been used at a cost in excess of $10 million over the last eight years .This project aims to achieve successful and reliable use of HCTCRB in design and construction, in order to eliminate any uncertainty during construction and post-construction and any associated instability attributed to the raw materials or manufacturing process. The project will lead to improved HCTCRB analysis and design procedures, which together with the research training offered through the conduct of this work, will result in cost-effective and highly reliable use of HCTCRB.",Curtin University of Technology,Prof Hamid R Nikraz; Dr Peerapong Jitsangiam; Mr David B Harris; Mr Ross Keeley,WA
LP100100738,2009,2010,Impact of reforestation on the mitigation of climate extremes in eastern Australia resulting from global warming,"The study will, for the first time, simulate the contribution of reforestation to mitigate climate change, especially extremes, at a regional scale. It proposes that reforestation could be a viable option in mitigating the regional impact of climate extremes resulting from increased concentration of greenhouse gases. This has not been done at this scale in Australia or internationally. It will use a very-high resolution climate model to explore different options for targeted reforestation in eastern Australia. The results will be used to assess the feasibility of implementing reforestation as an option to mitigate the regional impacts of global warming. ",The University of Queensland,Dr Clive A McAlpine; Mr Jozef I Syktus,Qld
LP100100740,2009,2010,Surviving in a toad-colonised landscape: manipulating predator behaviour to reduce the impact of the cane toad invasion,"Many invasive species pose a major threat to biodiversity, and successfully resist all attempts to control them.  I propose a novel approach to reduce invader impact, even if the invader cannot be controlled.  Cane toads are killing many native predators as they spread across the country.  I have shown that conditioned taste aversion can be elicited in native predators (such that they cease responding to cane toads as potential prey) and that predators trained in this way are able to survive in toad-colonised areas.  The study will extend this work to additional predator species, and develop methods for field deployment of the aversion-inducing baits, in order to reduce the threat that cane toads pose to native biodiversity. ",The University of Sydney,Prof Richard Shine,NSW
LP100100741,2009,2010,Advanced Sliver Solar Cells,"The aim is to develop a robust, efficient, simplified and highly manufacturable second generation Sliver solar cell technology. If successfully implemented, the significance of these improvements is that they will help unlock the full economic potential of Sliver technology. A mature Sliver cell technology will reduce both the wafer cost and the cell fabrication cost to small values. Ultimately the cost of a Sliver module can approach that of the module-making materials.

Expected Outcomes are

1. The simplification of the manufacturing process of the solar cells

2. The incorporation of nanoparticles to obtain plasmonic resonance light trapping

3. The fabrication of Sliver cells with efficiency above 22%

",The Australian National University,Prof Andrew W Blakers; Dr Kylie R Catchpole; Dr Matthew J Stocks; A/Prof Klaus J Weber; Dr Sudha S Mokkapati,ACT
LP100100746,2009,2010,Investigation into flow over complex topography and escarpments for wind turbine siting using experimental and computational methods,"Micro-siting of turbines affects both power production and fatigue of turbines, especially when a turbine is sited in a region of high turbulence. Areas of complex terrain and regions near escarpments are attractive potential sites as they offer some of the highest wind resource available.  However, characterising the flow regime in these complex areas is a challenging problem as the flow is often separated and highly turbulent. Existing industry standard site assessment software is unable resolve these complex flows. This project will use empirical wind tunnel techniques and a spectral element numerical method to further the understanding of flow over complex topology and escarpments.",Monash University,Prof John Sheridan; A/Prof Hugh M Blackburn,Vic
LP100100755,2009,2010,Movement patterns and behavioural strategies of Estuarine Crocodiles: A long-term remote monitoring study using an underwater acoustic array.,"Over the past 35 years the Estuarine crocodile (Crocodylus porosus) population has grown across Nth Australia. This project will monitor the movement and habitat selection strategies of C. porosus to understand how behaviourally driven changes in spatial distribution influence population dynamics. Electronic tags which measure biological and environmental variables will be implanted into crocodiles and the data transmitted to underwater receivers deployed in  a spatial array along the Wenlock River, and adjacent aquatic ecosystems. This type of long-term monitoring, across spatial scales will enable better forecasting of the behavioural, physiological and ecological responses of C. porosus to changes in their population and environment.",The University of Queensland,Prof Craig E Franklin,Qld
LP100100756,2009,2010,Narrowing the scatter and assessing the uncertainty of climate change projections of Australian river flows,The aims of this project are to assess and reduce the range of uncertainty about future annual river flows. Global climate models (GCMs) will be screened at the catchment scale for their ability to reproduce observed hydroclimate. Novel methods to stochastically replicate non-stationary time series will be developed and applied to climate change simulation outputs from better performing GCMs. Hydrologic modelling of stochastic replicates will provide confidence intervals around future annual river flows. Quantification of the range of uncertainty about future annual river flows provides crucial insight for the sustainable management of Australian water resources systems under a variable and changing climate.,The University of Melbourne,Em/Prof Thomas A McMahon; Prof David J Karoly,Vic
LP100100761,2009,2010,Storythread pedagogy: transforming teachers' and students' knowledge and values regarding environmental sustainability,"This is a design research project with teachers and students across Queensland focussing on Storythread pedagogy. Storythread is an innovative narrative and place-based pedagogy that has been developed to build conceptual knowledge, disciplinary know-how and value commitments regarding sustainability in students during the middle years of schooling. The project will contibute to research on models of quality teaching  in subject-specific domains, and it will contribute professionally by documenting for teachers the practices of Storythread for developing in students deep conceptual and value-laden learning about the environment, sustainability, and active citizenship. ",The University of Queensland,Prof Peter D Renshaw; Dr Ron Tooth,Qld
